Date,Country,Product,Demand
2017-12-01,Country_0,Product_0,91.0
2018-01-01,Country_0,Product_0,51.0
2018-02-01,Country_0,Product_0,53.0
2018-03-01,Country_0,Product_0,36.0
2018-04-01,Country_0,Product_0,141.0
2018-05-01,Country_0,Product_0,148.0
2018-06-01,Country_0,Product_0,59.0
2018-07-01,Country_0,Product_0,81.0
2018-08-01,Country_0,Product_0,17.0
2018-09-01,Country_0,Product_0,36.0
2018-10-01,Country_0,Product_0,
2018-11-01,Country_0,Product_0,
2018-12-01,Country_0,Product_0,
2019-01-01,Country_0,Product_0,
2019-02-01,Country_0,Product_0,
2019-03-01,Country_0,Product_0,
2012-10-01,Country_0,Product_1,0.0
2012-11-01,Country_0,Product_1,0.0
2012-12-01,Country_0,Product_1,0.0
2013-01-01,Country_0,Product_1,0.0
2013-02-01,Country_0,Product_1,0.0
2013-03-01,Country_0,Product_1,0.0
2013-04-01,Country_0,Product_1,0.0
2013-05-01,Country_0,Product_1,0.0
2013-06-01,Country_0,Product_1,0.0
2013-07-01,Country_0,Product_1,0.0
2013-08-01,Country_0,Product_1,0.0
2013-09-01,Country_0,Product_1,0.0
2013-10-01,Country_0,Product_1,0.0
2013-11-01,Country_0,Product_1,0.0
2013-12-01,Country_0,Product_1,0.0
2014-01-01,Country_0,Product_1,0.0
2014-02-01,Country_0,Product_1,0.0
2014-03-01,Country_0,Product_1,0.0
2014-04-01,Country_0,Product_1,0.0
2014-05-01,Country_0,Product_1,0.0
2014-06-01,Country_0,Product_1,0.0
2014-07-01,Country_0,Product_1,0.0
2014-08-01,Country_0,Product_1,0.0
2014-09-01,Country_0,Product_1,0.0
2014-10-01,Country_0,Product_1,0.0
2014-11-01,Country_0,Product_1,0.0
2014-12-01,Country_0,Product_1,0.0
2015-01-01,Country_0,Product_1,0.0
2015-02-01,Country_0,Product_1,0.0
2015-03-01,Country_0,Product_1,0.0
2015-04-01,Country_0,Product_1,0.0
2015-05-01,Country_0,Product_1,0.0
2015-06-01,Country_0,Product_1,0.0
2015-07-01,Country_0,Product_1,0.0
2015-08-01,Country_0,Product_1,0.0
2015-09-01,Country_0,Product_1,0.0
2015-10-01,Country_0,Product_1,8.0
2015-11-01,Country_0,Product_1,5.0
2015-12-01,Country_0,Product_1,3.0
2016-01-01,Country_0,Product_1,2.0
2016-02-01,Country_0,Product_1,19.0
2016-03-01,Country_0,Product_1,3.0
2016-04-01,Country_0,Product_1,5.0
2016-05-01,Country_0,Product_1,47.0
2016-06-01,Country_0,Product_1,3.0
2016-07-01,Country_0,Product_1,19.0
2016-08-01,Country_0,Product_1,25.0
2016-09-01,Country_0,Product_1,20.0
2016-10-01,Country_0,Product_1,10.0
2016-11-01,Country_0,Product_1,41.0
2016-12-01,Country_0,Product_1,8.0
2017-01-01,Country_0,Product_1,3.0
2017-02-01,Country_0,Product_1,73.0
2017-03-01,Country_0,Product_1,76.0
2017-04-01,Country_0,Product_1,35.0
2017-05-01,Country_0,Product_1,78.0
2017-06-01,Country_0,Product_1,28.0
2017-07-01,Country_0,Product_1,97.0
2017-08-01,Country_0,Product_1,62.0
2017-09-01,Country_0,Product_1,119.0
2017-10-01,Country_0,Product_1,95.0
2017-11-01,Country_0,Product_1,72.0
2017-12-01,Country_0,Product_1,138.0
2018-01-01,Country_0,Product_1,73.0
2018-02-01,Country_0,Product_1,17.0
2018-03-01,Country_0,Product_1,90.0
2018-04-01,Country_0,Product_1,158.0
2018-05-01,Country_0,Product_1,73.0
2018-06-01,Country_0,Product_1,14.0
2018-07-01,Country_0,Product_1,45.0
2018-08-01,Country_0,Product_1,168.0
2018-09-01,Country_0,Product_1,234.0
2018-10-01,Country_0,Product_1,
2018-11-01,Country_0,Product_1,
2018-12-01,Country_0,Product_1,
2019-01-01,Country_0,Product_1,
2019-02-01,Country_0,Product_1,
2019-03-01,Country_0,Product_1,
2012-10-01,Country_0,Product_2,201.0
2012-11-01,Country_0,Product_2,327.0
2012-12-01,Country_0,Product_2,403.0
2013-01-01,Country_0,Product_2,341.0
2013-02-01,Country_0,Product_2,217.0
2013-03-01,Country_0,Product_2,223.0
2013-04-01,Country_0,Product_2,304.0
2013-05-01,Country_0,Product_2,216.0
2013-06-01,Country_0,Product_2,348.0
2013-07-01,Country_0,Product_2,211.0
2013-08-01,Country_0,Product_2,207.0
2013-09-01,Country_0,Product_2,300.0
2013-10-01,Country_0,Product_2,376.0
2013-11-01,Country_0,Product_2,430.0
2013-12-01,Country_0,Product_2,460.0
2014-01-01,Country_0,Product_2,411.0
2014-02-01,Country_0,Product_2,157.0
2014-03-01,Country_0,Product_2,184.0
2014-04-01,Country_0,Product_2,422.0
2014-05-01,Country_0,Product_2,377.0
2014-06-01,Country_0,Product_2,437.0
2014-07-01,Country_0,Product_2,548.0
2014-08-01,Country_0,Product_2,823.0
2014-09-01,Country_0,Product_2,161.0
2014-10-01,Country_0,Product_2,444.0
2014-11-01,Country_0,Product_2,403.0
2014-12-01,Country_0,Product_2,373.0
2015-01-01,Country_0,Product_2,311.0
2015-02-01,Country_0,Product_2,478.0
2015-03-01,Country_0,Product_2,399.0
2015-04-01,Country_0,Product_2,386.0
2015-05-01,Country_0,Product_2,382.0
2015-06-01,Country_0,Product_2,758.0
2015-07-01,Country_0,Product_2,554.0
2015-08-01,Country_0,Product_2,513.0
2015-09-01,Country_0,Product_2,91.0
2015-10-01,Country_0,Product_2,472.0
2015-11-01,Country_0,Product_2,391.0
2015-12-01,Country_0,Product_2,206.0
2016-01-01,Country_0,Product_2,131.0
2016-02-01,Country_0,Product_2,269.0
2016-03-01,Country_0,Product_2,377.0
2016-04-01,Country_0,Product_2,632.0
2016-05-01,Country_0,Product_2,417.0
2016-06-01,Country_0,Product_2,364.0
2016-07-01,Country_0,Product_2,480.0
2016-08-01,Country_0,Product_2,505.0
2016-09-01,Country_0,Product_2,207.0
2016-10-01,Country_0,Product_2,275.0
2016-11-01,Country_0,Product_2,360.0
2016-12-01,Country_0,Product_2,405.0
2017-01-01,Country_0,Product_2,466.0
2017-02-01,Country_0,Product_2,221.0
2017-03-01,Country_0,Product_2,467.0
2017-04-01,Country_0,Product_2,353.0
2017-05-01,Country_0,Product_2,226.0
2017-06-01,Country_0,Product_2,341.0
2017-07-01,Country_0,Product_2,632.0
2017-08-01,Country_0,Product_2,296.0
2017-09-01,Country_0,Product_2,300.0
2017-10-01,Country_0,Product_2,336.0
2017-11-01,Country_0,Product_2,580.0
2017-12-01,Country_0,Product_2,481.0
2018-01-01,Country_0,Product_2,298.0
2018-02-01,Country_0,Product_2,633.0
2018-03-01,Country_0,Product_2,402.0
2018-04-01,Country_0,Product_2,381.0
2018-05-01,Country_0,Product_2,368.0
2018-06-01,Country_0,Product_2,441.0
2018-07-01,Country_0,Product_2,141.0
2018-08-01,Country_0,Product_2,511.0
2018-09-01,Country_0,Product_2,225.0
2018-10-01,Country_0,Product_2,
2018-11-01,Country_0,Product_2,
2018-12-01,Country_0,Product_2,
2019-01-01,Country_0,Product_2,
2019-02-01,Country_0,Product_2,
2019-03-01,Country_0,Product_2,
2012-10-01,Country_0,Product_3,0.0
2012-11-01,Country_0,Product_3,0.0
2012-12-01,Country_0,Product_3,0.0
2013-01-01,Country_0,Product_3,0.0
2013-02-01,Country_0,Product_3,0.0
2013-03-01,Country_0,Product_3,0.0
2013-04-01,Country_0,Product_3,0.0
2013-05-01,Country_0,Product_3,0.0
2013-06-01,Country_0,Product_3,0.0
2013-07-01,Country_0,Product_3,0.0
2013-08-01,Country_0,Product_3,0.0
2013-09-01,Country_0,Product_3,0.0
2013-10-01,Country_0,Product_3,0.0
2013-11-01,Country_0,Product_3,0.0
2013-12-01,Country_0,Product_3,0.0
2014-01-01,Country_0,Product_3,0.0
2014-02-01,Country_0,Product_3,0.0
2014-03-01,Country_0,Product_3,0.0
2014-04-01,Country_0,Product_3,0.0
2014-05-01,Country_0,Product_3,0.0
2014-06-01,Country_0,Product_3,0.0
2014-07-01,Country_0,Product_3,0.0
2014-08-01,Country_0,Product_3,0.0
2014-09-01,Country_0,Product_3,0.0
2014-10-01,Country_0,Product_3,0.0
2014-11-01,Country_0,Product_3,0.0
2014-12-01,Country_0,Product_3,0.0
2015-01-01,Country_0,Product_3,0.0
2015-02-01,Country_0,Product_3,0.0
2015-03-01,Country_0,Product_3,0.0
2015-04-01,Country_0,Product_3,0.0
2015-05-01,Country_0,Product_3,0.0
2015-06-01,Country_0,Product_3,0.0
2015-07-01,Country_0,Product_3,0.0
2015-08-01,Country_0,Product_3,0.0
2015-09-01,Country_0,Product_3,0.0
2015-10-01,Country_0,Product_3,9.0
2015-11-01,Country_0,Product_3,243.0
2015-12-01,Country_0,Product_3,181.0
2016-01-01,Country_0,Product_3,198.0
2016-02-01,Country_0,Product_3,145.0
2016-03-01,Country_0,Product_3,157.0
2016-04-01,Country_0,Product_3,241.0
2016-05-01,Country_0,Product_3,153.0
2016-06-01,Country_0,Product_3,146.0
2016-07-01,Country_0,Product_3,165.0
2016-08-01,Country_0,Product_3,364.0
2016-09-01,Country_0,Product_3,307.0
2016-10-01,Country_0,Product_3,236.0
2016-11-01,Country_0,Product_3,583.0
2016-12-01,Country_0,Product_3,479.0
2017-01-01,Country_0,Product_3,165.0
2017-02-01,Country_0,Product_3,464.0
2017-03-01,Country_0,Product_3,475.0
2017-04-01,Country_0,Product_3,311.0
2017-05-01,Country_0,Product_3,578.0
2017-06-01,Country_0,Product_3,518.0
2017-07-01,Country_0,Product_3,559.0
2017-08-01,Country_0,Product_3,635.0
2017-09-01,Country_0,Product_3,414.0
2017-10-01,Country_0,Product_3,789.0
2017-11-01,Country_0,Product_3,715.0
2017-12-01,Country_0,Product_3,729.0
2018-01-01,Country_0,Product_3,630.0
2018-02-01,Country_0,Product_3,365.0
2018-03-01,Country_0,Product_3,534.0
2018-04-01,Country_0,Product_3,556.0
2018-05-01,Country_0,Product_3,660.0
2018-06-01,Country_0,Product_3,542.0
2018-07-01,Country_0,Product_3,889.0
2018-08-01,Country_0,Product_3,918.0
2018-09-01,Country_0,Product_3,619.0
2018-10-01,Country_0,Product_3,
2018-11-01,Country_0,Product_3,
2018-12-01,Country_0,Product_3,
2019-01-01,Country_0,Product_3,
2019-02-01,Country_0,Product_3,
2019-03-01,Country_0,Product_3,
2015-10-01,Country_0,Product_4,404434.0
2015-11-01,Country_0,Product_4,338979.0
2015-12-01,Country_0,Product_4,429631.0
2016-01-01,Country_0,Product_4,375479.0
2016-02-01,Country_0,Product_4,476205.0
2016-03-01,Country_0,Product_4,442663.0
2016-04-01,Country_0,Product_4,489896.0
2016-05-01,Country_0,Product_4,439415.0
2016-06-01,Country_0,Product_4,610121.0
2016-07-01,Country_0,Product_4,481154.0
2016-08-01,Country_0,Product_4,668959.0
2016-09-01,Country_0,Product_4,516346.0
2016-10-01,Country_0,Product_4,637422.0
2016-11-01,Country_0,Product_4,600592.0
2016-12-01,Country_0,Product_4,852966.0
2017-01-01,Country_0,Product_4,670717.0
2017-02-01,Country_0,Product_4,548733.0
2017-03-01,Country_0,Product_4,1125032.0
2017-04-01,Country_0,Product_4,953171.0
2017-05-01,Country_0,Product_4,952713.0
2017-06-01,Country_0,Product_4,865291.0
2017-07-01,Country_0,Product_4,1134938.0
2017-08-01,Country_0,Product_4,965139.0
2017-09-01,Country_0,Product_4,885235.0
2017-10-01,Country_0,Product_4,996605.0
2017-11-01,Country_0,Product_4,1027121.0
2017-12-01,Country_0,Product_4,1274360.0
2018-01-01,Country_0,Product_4,1093521.0
2018-02-01,Country_0,Product_4,883645.0
2018-03-01,Country_0,Product_4,570917.0
2018-04-01,Country_0,Product_4,879145.0
2018-05-01,Country_0,Product_4,867670.0
2018-06-01,Country_0,Product_4,1293474.0
2018-07-01,Country_0,Product_4,2280614.0
2018-08-01,Country_0,Product_4,1653876.0
2018-09-01,Country_0,Product_4,1152901.0
2018-10-01,Country_0,Product_4,
2018-11-01,Country_0,Product_4,
2018-12-01,Country_0,Product_4,
2019-01-01,Country_0,Product_4,
2019-02-01,Country_0,Product_4,
2019-03-01,Country_0,Product_4,
2015-10-01,Country_0,Product_5,33346.0
2015-11-01,Country_0,Product_5,27280.0
2015-12-01,Country_0,Product_5,18648.0
2016-01-01,Country_0,Product_5,19012.0
2016-02-01,Country_0,Product_5,23068.0
2016-03-01,Country_0,Product_5,35560.0
2016-04-01,Country_0,Product_5,33098.0
2016-05-01,Country_0,Product_5,27714.0
2016-06-01,Country_0,Product_5,21528.0
2016-07-01,Country_0,Product_5,46618.0
2016-08-01,Country_0,Product_5,45920.0
2016-09-01,Country_0,Product_5,24292.0
2016-10-01,Country_0,Product_5,36392.0
2016-11-01,Country_0,Product_5,36884.0
2016-12-01,Country_0,Product_5,25512.0
2017-01-01,Country_0,Product_5,52548.0
2017-02-01,Country_0,Product_5,37550.0
2017-03-01,Country_0,Product_5,42134.0
2017-04-01,Country_0,Product_5,47146.0
2017-05-01,Country_0,Product_5,38868.0
2017-06-01,Country_0,Product_5,62384.0
2017-07-01,Country_0,Product_5,76100.0
2017-08-01,Country_0,Product_5,43996.0
2017-09-01,Country_0,Product_5,52720.0
2017-10-01,Country_0,Product_5,50648.0
2017-11-01,Country_0,Product_5,35152.0
2017-12-01,Country_0,Product_5,43556.0
2018-01-01,Country_0,Product_5,53580.0
2018-02-01,Country_0,Product_5,54408.0
2018-03-01,Country_0,Product_5,48368.0
2018-04-01,Country_0,Product_5,69316.0
2018-05-01,Country_0,Product_5,55084.0
2018-06-01,Country_0,Product_5,48412.0
2018-07-01,Country_0,Product_5,46988.0
2018-08-01,Country_0,Product_5,35740.0
2018-09-01,Country_0,Product_5,38812.0
2018-10-01,Country_0,Product_5,
2018-11-01,Country_0,Product_5,
2018-12-01,Country_0,Product_5,
2019-01-01,Country_0,Product_5,
2019-02-01,Country_0,Product_5,
2019-03-01,Country_0,Product_5,
2015-10-01,Country_0,Product_6,18432.0
2015-11-01,Country_0,Product_6,28862.0
2015-12-01,Country_0,Product_6,35079.0
2016-01-01,Country_0,Product_6,30875.0
2016-02-01,Country_0,Product_6,33108.0
2016-03-01,Country_0,Product_6,24913.0
2016-04-01,Country_0,Product_6,16919.0
2016-05-01,Country_0,Product_6,25864.0
2016-06-01,Country_0,Product_6,32759.0
2016-07-01,Country_0,Product_6,38570.0
2016-08-01,Country_0,Product_6,39102.0
2016-09-01,Country_0,Product_6,31176.0
2016-10-01,Country_0,Product_6,38031.0
2016-11-01,Country_0,Product_6,32665.0
2016-12-01,Country_0,Product_6,31374.0
2017-01-01,Country_0,Product_6,74061.0
2017-02-01,Country_0,Product_6,53675.0
2017-03-01,Country_0,Product_6,55593.0
2017-04-01,Country_0,Product_6,41448.0
2017-05-01,Country_0,Product_6,36289.0
2017-06-01,Country_0,Product_6,50511.0
2017-07-01,Country_0,Product_6,59501.0
2017-08-01,Country_0,Product_6,52249.0
2017-09-01,Country_0,Product_6,51019.0
2017-10-01,Country_0,Product_6,57506.0
2017-11-01,Country_0,Product_6,69248.0
2017-12-01,Country_0,Product_6,60200.0
2018-01-01,Country_0,Product_6,51801.0
2018-02-01,Country_0,Product_6,38233.0
2018-03-01,Country_0,Product_6,44029.0
2018-04-01,Country_0,Product_6,64085.0
2018-05-01,Country_0,Product_6,48904.0
2018-06-01,Country_0,Product_6,43825.0
2018-07-01,Country_0,Product_6,67501.0
2018-08-01,Country_0,Product_6,80251.0
2018-09-01,Country_0,Product_6,66473.0
2018-10-01,Country_0,Product_6,
2018-11-01,Country_0,Product_6,
2018-12-01,Country_0,Product_6,
2019-01-01,Country_0,Product_6,
2019-02-01,Country_0,Product_6,
2019-03-01,Country_0,Product_6,
2015-10-01,Country_0,Product_7,52262.0
2015-11-01,Country_0,Product_7,30758.0
2015-12-01,Country_0,Product_7,40872.0
2016-01-01,Country_0,Product_7,38971.0
2016-02-01,Country_0,Product_7,55319.0
2016-03-01,Country_0,Product_7,58176.0
2016-04-01,Country_0,Product_7,49288.0
2016-05-01,Country_0,Product_7,74585.0
2016-06-01,Country_0,Product_7,80932.0
2016-07-01,Country_0,Product_7,97563.0
2016-08-01,Country_0,Product_7,143046.0
2016-09-01,Country_0,Product_7,56737.0
2016-10-01,Country_0,Product_7,81106.0
2016-11-01,Country_0,Product_7,85292.0
2016-12-01,Country_0,Product_7,149705.0
2017-01-01,Country_0,Product_7,169753.0
2017-02-01,Country_0,Product_7,147351.0
2017-03-01,Country_0,Product_7,278022.0
2017-04-01,Country_0,Product_7,342703.0
2017-05-01,Country_0,Product_7,291849.0
2017-06-01,Country_0,Product_7,187971.0
2017-07-01,Country_0,Product_7,203556.0
2017-08-01,Country_0,Product_7,270467.0
2017-09-01,Country_0,Product_7,117337.0
2017-10-01,Country_0,Product_7,200353.0
2017-11-01,Country_0,Product_7,389939.0
2017-12-01,Country_0,Product_7,273080.0
2018-01-01,Country_0,Product_7,281741.0
2018-02-01,Country_0,Product_7,273424.0
2018-03-01,Country_0,Product_7,248842.0
2018-04-01,Country_0,Product_7,296140.0
2018-05-01,Country_0,Product_7,339778.0
2018-06-01,Country_0,Product_7,495254.0
2018-07-01,Country_0,Product_7,469154.0
2018-08-01,Country_0,Product_7,446411.0
2018-09-01,Country_0,Product_7,416304.0
2018-10-01,Country_0,Product_7,
2018-11-01,Country_0,Product_7,
2018-12-01,Country_0,Product_7,
2019-01-01,Country_0,Product_7,
2019-02-01,Country_0,Product_7,
2019-03-01,Country_0,Product_7,
2015-10-01,Country_0,Product_8,714938.0
2015-11-01,Country_0,Product_8,935633.0
2015-12-01,Country_0,Product_8,1038493.0
2016-01-01,Country_0,Product_8,713877.0
2016-02-01,Country_0,Product_8,611168.0
2016-03-01,Country_0,Product_8,860211.0
2016-04-01,Country_0,Product_8,696990.0
2016-05-01,Country_0,Product_8,768663.0
2016-06-01,Country_0,Product_8,773654.0
2016-07-01,Country_0,Product_8,622678.0
2016-08-01,Country_0,Product_8,1063453.0
2016-09-01,Country_0,Product_8,739814.0
2016-10-01,Country_0,Product_8,854632.0
2016-11-01,Country_0,Product_8,894743.0
2016-12-01,Country_0,Product_8,877417.0
2017-01-01,Country_0,Product_8,1030029.0
2017-02-01,Country_0,Product_8,497424.0
2017-03-01,Country_0,Product_8,744315.0
2017-04-01,Country_0,Product_8,730610.0
2017-05-01,Country_0,Product_8,980383.0
2017-06-01,Country_0,Product_8,693105.0
2017-07-01,Country_0,Product_8,1023114.0
2017-08-01,Country_0,Product_8,894411.0
2017-09-01,Country_0,Product_8,743385.0
2017-10-01,Country_0,Product_8,974179.0
2017-11-01,Country_0,Product_8,888564.0
2017-12-01,Country_0,Product_8,1265228.0
2018-01-01,Country_0,Product_8,1631716.0
2018-02-01,Country_0,Product_8,939012.0
2018-03-01,Country_0,Product_8,816860.0
2018-04-01,Country_0,Product_8,700361.0
2018-05-01,Country_0,Product_8,704854.0
2018-06-01,Country_0,Product_8,656062.0
2018-07-01,Country_0,Product_8,690329.0
2018-08-01,Country_0,Product_8,702951.0
2018-09-01,Country_0,Product_8,597978.0
2018-10-01,Country_0,Product_8,
2018-11-01,Country_0,Product_8,
2018-12-01,Country_0,Product_8,
2019-01-01,Country_0,Product_8,
2019-02-01,Country_0,Product_8,
2019-03-01,Country_0,Product_8,
2012-10-01,Country_0,Product_9,573.0
2012-11-01,Country_0,Product_9,1429.0
2012-12-01,Country_0,Product_9,1663.0
2013-01-01,Country_0,Product_9,1849.0
2013-02-01,Country_0,Product_9,940.0
2013-03-01,Country_0,Product_9,1385.0
2013-04-01,Country_0,Product_9,1866.0
2013-05-01,Country_0,Product_9,1241.0
2013-06-01,Country_0,Product_9,2217.0
2013-07-01,Country_0,Product_9,2100.0
2013-08-01,Country_0,Product_9,1901.0
2013-09-01,Country_0,Product_9,2501.0
2013-10-01,Country_0,Product_9,1812.0
2013-11-01,Country_0,Product_9,4370.0
2013-12-01,Country_0,Product_9,2169.0
2014-01-01,Country_0,Product_9,4398.0
2014-02-01,Country_0,Product_9,1186.0
2014-03-01,Country_0,Product_9,2074.0
2014-04-01,Country_0,Product_9,2494.0
2014-05-01,Country_0,Product_9,3162.0
2014-06-01,Country_0,Product_9,3099.0
2014-07-01,Country_0,Product_9,3030.0
2014-08-01,Country_0,Product_9,3438.0
2014-09-01,Country_0,Product_9,1976.0
2014-10-01,Country_0,Product_9,5523.0
2014-11-01,Country_0,Product_9,4167.0
2014-12-01,Country_0,Product_9,4314.0
2015-01-01,Country_0,Product_9,3522.0
2015-02-01,Country_0,Product_9,2332.0
2015-03-01,Country_0,Product_9,4128.0
2015-04-01,Country_0,Product_9,4058.0
2015-05-01,Country_0,Product_9,4414.0
2015-06-01,Country_0,Product_9,4447.0
2015-07-01,Country_0,Product_9,3947.0
2015-08-01,Country_0,Product_9,5382.0
2015-09-01,Country_0,Product_9,3974.0
2015-10-01,Country_0,Product_9,5361.0
2015-11-01,Country_0,Product_9,4743.0
2015-12-01,Country_0,Product_9,4835.0
2016-01-01,Country_0,Product_9,4146.0
2016-02-01,Country_0,Product_9,3486.0
2016-03-01,Country_0,Product_9,7145.0
2016-04-01,Country_0,Product_9,6789.0
2016-05-01,Country_0,Product_9,7163.0
2016-06-01,Country_0,Product_9,6548.0
2016-07-01,Country_0,Product_9,6008.0
2016-08-01,Country_0,Product_9,10662.0
2016-09-01,Country_0,Product_9,6817.0
2016-10-01,Country_0,Product_9,10365.0
2016-11-01,Country_0,Product_9,10672.0
2016-12-01,Country_0,Product_9,7992.0
2017-01-01,Country_0,Product_9,8706.0
2017-02-01,Country_0,Product_9,4133.0
2017-03-01,Country_0,Product_9,11469.0
2017-04-01,Country_0,Product_9,9051.0
2017-05-01,Country_0,Product_9,11549.0
2017-06-01,Country_0,Product_9,9651.0
2017-07-01,Country_0,Product_9,9796.0
2017-08-01,Country_0,Product_9,10912.0
2017-09-01,Country_0,Product_9,12870.0
2017-10-01,Country_0,Product_9,15665.0
2017-11-01,Country_0,Product_9,15998.0
2017-12-01,Country_0,Product_9,17349.0
2018-01-01,Country_0,Product_9,19199.0
2018-02-01,Country_0,Product_9,10526.0
2018-03-01,Country_0,Product_9,11458.0
2018-04-01,Country_0,Product_9,16720.0
2018-05-01,Country_0,Product_9,18350.0
2018-06-01,Country_0,Product_9,18578.0
2018-07-01,Country_0,Product_9,14733.0
2018-08-01,Country_0,Product_9,14007.0
2018-09-01,Country_0,Product_9,616.0
2018-10-01,Country_0,Product_9,
2018-11-01,Country_0,Product_9,
2018-12-01,Country_0,Product_9,
2019-01-01,Country_0,Product_9,
2019-02-01,Country_0,Product_9,
2019-03-01,Country_0,Product_9,
2012-10-01,Country_0,Product_10,0.0
2012-11-01,Country_0,Product_10,0.0
2012-12-01,Country_0,Product_10,0.0
2013-01-01,Country_0,Product_10,0.0
2013-02-01,Country_0,Product_10,0.0
2013-03-01,Country_0,Product_10,0.0
2013-04-01,Country_0,Product_10,0.0
2013-05-01,Country_0,Product_10,0.0
2013-06-01,Country_0,Product_10,0.0
2013-07-01,Country_0,Product_10,0.0
2013-08-01,Country_0,Product_10,0.0
2013-09-01,Country_0,Product_10,0.0
2013-10-01,Country_0,Product_10,0.0
2013-11-01,Country_0,Product_10,0.0
2013-12-01,Country_0,Product_10,0.0
2014-01-01,Country_0,Product_10,0.0
2014-02-01,Country_0,Product_10,0.0
2014-03-01,Country_0,Product_10,0.0
2014-04-01,Country_0,Product_10,0.0
2014-05-01,Country_0,Product_10,0.0
2014-06-01,Country_0,Product_10,0.0
2014-07-01,Country_0,Product_10,0.0
2014-08-01,Country_0,Product_10,0.0
2014-09-01,Country_0,Product_10,0.0
2014-10-01,Country_0,Product_10,0.0
2014-11-01,Country_0,Product_10,0.0
2014-12-01,Country_0,Product_10,0.0
2015-01-01,Country_0,Product_10,0.0
2015-02-01,Country_0,Product_10,0.0
2015-03-01,Country_0,Product_10,0.0
2015-04-01,Country_0,Product_10,0.0
2015-05-01,Country_0,Product_10,2.0
2015-06-01,Country_0,Product_10,0.0
2015-07-01,Country_0,Product_10,7.0
2015-08-01,Country_0,Product_10,0.0
2015-09-01,Country_0,Product_10,15.0
2015-10-01,Country_0,Product_10,0.0
2015-11-01,Country_0,Product_10,1.0
2015-12-01,Country_0,Product_10,1.0
2016-01-01,Country_0,Product_10,6.0
2016-02-01,Country_0,Product_10,3.0
2016-03-01,Country_0,Product_10,4.0
2016-04-01,Country_0,Product_10,2.0
2016-05-01,Country_0,Product_10,6.0
2016-06-01,Country_0,Product_10,31.0
2016-07-01,Country_0,Product_10,9.0
2016-08-01,Country_0,Product_10,3.0
2016-09-01,Country_0,Product_10,8.0
2016-10-01,Country_0,Product_10,8.0
2016-11-01,Country_0,Product_10,25.0
2016-12-01,Country_0,Product_10,28.0
2017-01-01,Country_0,Product_10,24.0
2017-02-01,Country_0,Product_10,3.0
2017-03-01,Country_0,Product_10,15.0
2017-04-01,Country_0,Product_10,26.0
2017-05-01,Country_0,Product_10,24.0
2017-06-01,Country_0,Product_10,84.0
2017-07-01,Country_0,Product_10,15.0
2017-08-01,Country_0,Product_10,85.0
2017-09-01,Country_0,Product_10,42.0
2017-10-01,Country_0,Product_10,9.0
